document_id,full_reads_percent_predict
624ac09c9a7947db3d80c98eIDE7mtH4RBqGn-8MXfGffQ,36.02786636352539
620f6b899a7947701cf489e1KtVJsteHStO5oditt3Uvzw,34.73070526123047
620730cf9a7947ab96a44e27hk7puWJwSziw0m3sfTkKWA,45.05023193359375
6262a5889a79470b78c9ca307UKY2SSZTjCcjhwBzxw37w,41.547813415527344
626678929a79477ca0101568wuMYES90REuV5YhrN75IXg,37.36277389526367
61f9580f9a794794245a82b9HdvjUgVbRcax7cj-ve1N0Q,39.24983596801758
627a5c6f9a79473919928562NNfiRkZcQ5atkhebUrnu0A,30.473297119140625
626cdd489a794743d68e7595sV2ku2yISbSzagjLrginBQ,33.97282409667969
620407629a79471871388d31dkFlm-iEQYeqM6cd9yIasQ,41.86378860473633
620ccc379a7947f24c5ae12062BHNYaBQxuQFf7YBtqlPw,42.19338607788086
628fbe689a7947e1b08defc7pvilXnBrSLqfn89Qq7bHzA,27.189584732055664
61f885619a794736dae68b03gR1LM-aIRNyqXPsZGqI6zw,40.842674255371094
6289b32c9a794758e29541f3TI9y4TQWQHuLVf87SvVmGQ,42.79633331298828
61ff25b39a7947fdbc9ff9b5fSwCbTLUREu_L6u462dTwQ,45.881919860839844
61fd1bdc9a79476c033454ecG8qFGLiOT8qEB3UHMKcPfg,38.158756256103516
627362c19a79475f06b4696cGZPvFDppRx6SRCCaW2uEwQ,26.211679458618164
628aa87a9a794790465e924950tIkSGVSf2O8XQgk_uaHQ,37.018768310546875
62723d049a7947fc6f2779c0g8VPM0yiT1qxfIwTKdXtLQ,35.30463409423828
6242b9bd9a79474a4ab85170SEWyxNvTSXiNJgfA6zZX5Q,33.49509048461914
620accb49a79473629b5a24fXOaBZsa7REWPLgabe-i3EA,48.91943359375
61fbe0cf9a794781656186340YrCSHXGT3qhE37LE7pZ0A,28.48267936706543
627cf09c9a79470a617cab29S54kGOf1RF6MthSv7DnJkA,30.625629425048828
61fe6b439a7947d1bef8f519o5rO-DSoSXih4FstmLbGEA,29.228914260864258
6272a20a9a79472f9e06a6171eMo7z4rSbyUqJ8CmRn_OQ,37.241127014160156
6242d49c9a794757c6060a2dzErVj-zhRKujsta2EMvduA,35.088191986083984
620ba09e9a79477e6c9759418J3aqa4CTb22Ccsb69BLaA,39.86370086669922
6285f5f59a7947c3b2a8a633mx7ro2gAQs-Tk3O4cA-nEA,33.40750503540039
6291024d9a7947525314e8eclvVdJRH1QHOmGq4O-wfRLg,46.04985427856445
620373b99a7947d1ef83e0dc0GrX5MFJR3WLzXKvgDNfYQ,51.714412689208984
62006d819a79474bf60f7e30l_p8Y0wrQS62brHwBRQSuw,26.934940338134766
6260fd8c9a79476a0ec6429cuoAF6odiR6mOkJHU0Ccu-g,38.935882568359375
6278383b9a79473e72e74cc2LahMlzNgTX2NIpfbBN5FAg,30.434524536132812
6280aff09a79479bd4248a75bTL_EABbTOOFv0cnkvMGYw,30.0989933013916
620293e59a7947947adda5fexMxkWattR_ewhI94MWFjLg,27.593618392944336
620ed6909a794742ae555982moNQgUFBThGnzHThdjnZ4Q,35.61109924316406
620662e39a79476def111924AM6L3b67QveW7bf4kmmnDw,31.39227867126465
626296869a7947044b196e4cZ7GzXpi2TV6UZ8v8Pkmvwg,32.3569221496582
61ff02d69a7947f5f9b72709cjnL4V-aT26UI7UwXLvprA,29.27005386352539
62453b479a7947ab176efdbbGuvZJAXKREinJX6EgY4QQg,41.54143524169922
6257ef009a79479f871e14b5rDrQJ01kQVme-mlTXcBi7A,34.86577606201172
62011dde9a79470a7b59492dwTE1up1VQpyuiIiGgPpTEg,41.7677001953125
61fbf0de9a794702a16d2b4eYhZV7apVTEebb5F6J7g0hQ,37.94735336303711
626141aa9a79478baac36310axq32Pf4Qei85bGxXF6tIQ,19.31229591369629
624196f79a7947ec89cfe944YTrr_aOFQwWqUGsFBoPnEA,34.87831497192383
61ffbd979a7947211d5e843cQGP4RW9HQySMPQX_c84uAg,28.885513305664062
6200aef59a79475cde3d45b1xUA5jM7dRY2btWp8NlJjBQ,42.838199615478516
626f94179a794760fb21ef48goh2kxxhT7iOdt4dPr7TTQ,31.939762115478516
6241fe869a7947196eebe230I7CQmuMcRNWZWaeEJ-iaQA,35.321895599365234
625bc1879a7947412d129393NeGwJW5eToS8p1o8-K-Z3w,46.043701171875
620638619a79475745883785QX3ri5AGRwSO2QWZRYCWqg,12.951358795166016
625eed169a7947458e7ccadeGPFu-iP8S321gFGlbKvF5A,38.03764724731445
620e17d19a794770b70ca6baaRK06pENQ7yooMS56pK40Q,31.825777053833008
6275d53e9a7947b64e3801950WIzoSRKTI-ucRb74z9o3w,44.03574752807617
62625ad09a7947e79437924dHwq5hSQzQy-2-638VDyLvw,36.01541519165039
620e76929a794722c54610f42XAS0ioMREyveEsT3UrIUw,39.613250732421875
629144df9a7947662efa1119b0vVxmKKQ8CdsHUWdWz8oA,49.049888610839844
6240c7529a7947a50b4beebct2c5U-9STW6C76ZIoRQxhQ,44.11228942871094
6260acd29a7947502d49b706rbM24mg5SJCTPn5RyaTg0g,43.16582489013672
629260379a79471c5350326dztM7xnnrTfK3DADAm_4Efw,31.812042236328125
6269f47f9a794740b2dbe06f6py29F8SQeS1EtSRcYQmSw,34.94462203979492
620118a09a79470829d83b70GXVZPmpfReeD8eF2qnVTVw,45.85517501831055
620bc3409a7947965dcf1414sBki_0BPT8aG3_GqzSzIqw,36.91733169555664
62737f069a79476b56cde307Dr3M_FLLSNCsxZEG8aUC-w,50.66132354736328
62013ed19a79471a8cf48384AKepbabfQ3-AdoarK3nC8Q,28.41967010498047
626b5e209a7947c07430127cXRwOwFGxT1m9VDCql2DrzA,39.67741394042969
61f8c7f99a794748261d721bLf9vuj54Q1OELY36gRVg9Q,44.886837005615234
627ce44b9a79470443716b26filN1zt2RJKwI9qSWxQJdw,42.666290283203125
626b4bfd9a7947bf5dc0cccbY0EZjr_ZQteGPJATt8fIeA,32.16405487060547
6291e0279a794784d0e55acaVTq-rLa3QZigBSFbnNFnRQ,36.18085479736328
624471ea9a794775bca0df1eSBSBT-W3QpGWQ1N_gaPDFw,24.633930206298828
6253df9f9a7947a90eec4174wRh41WweQqGtgG9TMJFqjg,32.380245208740234
620bf2989a7947a8ca5973fdsWRxiJ-5SaiVuJKfRm5hBw,40.60026550292969
6250834e9a794766c1cf674d8Z9lceuMRdGJn2X2ToSucQ,31.4639892578125
620776949a7947bec14e9350_gDRAA-MQnm6hUu1ZXZoLQ,45.688392639160156
6267c3849a7947f9a76a8326ZHr1365cRwesE1BO1cTSTw,33.68616485595703
628b6bb49a7947d11b795b6eYnykxb96T9aSgKbEHNujgQ,29.679935455322266
620bba399a794790a44eb566Mg9gseHFRoSB9CJfoOsXvQ,29.181394577026367
626a79cb9a794771ae19c57bXtQdZsMCSH6Z_Wa71L6zGg,27.829933166503906
6239732a9a7947b19a5ef895mB5HO6btRoKY8lCAgUinLg,37.10719299316406
62485d149a79473eabd27d782w5kAmq_RAizTs_8SAmPBQ,38.05131149291992
6284cdc09a794764853230c6qqBl_VdlSCeH9aMUpCtbMQ,29.915428161621094
624fbbd39a79470c8a5ebe6b85o_o-7ER_2pYp2aQOhY1Q,35.27503967285156
620e4d689a794708e7339623zDcqpUpyQj2YcgPMLE8dRA,40.07834243774414
624380cb9a79471d24aee516gaD0xwB6Q1OO6z9j2HHKXQ,37.12338638305664
627c2c669a7947c683c9fd9d_ZdPAOQgR9K89PsreuEMCA,28.845579147338867
6286b4879a7947118970042e3AjpiyoAQZKmXnOO_YQjxw,44.761375427246094
627fdc219a79476ea0d8b20cZgRePe69Ql-A2U9y7ir0Rw,29.328495025634766
62837d849a7947756f42d833NAR6xjdlSUa9Hq9kXfOmcA,19.9092960357666
6200bd0d9a794761c17fb3438yfhtCtGSYKv3Kg-xuAf1A,44.94463348388672
6200d5339a79476c63afde6bHcV2r3OnQAO1NA8EhD8m4Q,24.555927276611328
624541149a7947ad1f5ea323imCcFPabQaCPM83FylFKQA,32.720821380615234
62727d3d9a79471fd0ec25ce63dH9Yk4SPeCoHxeaMIMFA,38.550846099853516
6238c43c9a794787e7dfa4c3VutA0piMSeWWi_uvq921UA,30.355670928955078
61fabb499a7947194b7ac2dbXIDTflVsRiW8S7lilkXgRA,28.132291793823242
627a51b19a794735766613caqCvfQcJeRXuKqzkVgO2NAw,28.709367752075195
623e5c6b9a7947199c5e8030DvXQdLbyQt6kde7uFf6xXA,40.04298400878906
6293c7a19a79476e99870dd7VCw7wJgfTKyFEL4JwVcXSQ,40.90568542480469
626a60da9a7947669c7eced7ZpPN__CUQpy1RXQaRN51Kw,25.831186294555664
628f53d69a7947ab65a83523GMCchTE_SSKRZR_4ASB9lQ,29.004335403442383
624a841b9a7947bdf10306cbW9ylHdJRQSuXKHxSNI-dRw,38.86585998535156
6239f5459a7947f0c02df94eOsb5ubxuScKWNP-6lZrT1w,32.853546142578125
628756239a79474336b276102aH8kKAYRDSlmB_ovMniNg,35.153892517089844
624fe3bd9a79471df3f74539AwvC5h96QWSRkF-YFZJUDA,27.85011863708496
6267dd0f9a79470532e74ca8IdqKyFCMROe0S_IxKIEhwQ,35.4580078125
6264b8469a79470782ddb54aZO8LllkVTmyqQNRaCmWCjg,28.368961334228516
624d67e39a79473f80106561xOPMj51UQuuc8fQHatNcXA,36.19551467895508
61ff88119a794712318c4e6dNeNwsIOjSCmcLIPlKJS4DQ,17.236751556396484
626ab6d39a79479194e49763uy0ZMKUgRMC9NxvMYuYLFA,33.268558502197266
624093a39a79479b33f6cdd6RBXIuU2nQqmAxPsF-_K0Rg,37.96512985229492
626a51d99a79475e1c8e30e1k9Or9Ug4TD2DrqerLAds_Q,22.665517807006836
624c053e9a794748be8f12d5oCy1OhzSTry308cvU0NyrQ,41.554832458496094
62746a9e9a7947407f6bbba2u92h9ROoSR-Sl40cqCpWyQ,29.03066635131836
62023fd99a7947694188e29eVcDjrQJGTlG98hDLOdhN1w,40.82502746582031
623cbeb79a7947145b406c43AE8xM3XOQty1LF-rpCnLQw,44.05337142944336
62589ecc9a7947e7931eb38a57imTekmQYy5Ejp7rssfBw,29.171615600585938
