document_id,depth_predict
624ac09c9a7947db3d80c98eIDE7mtH4RBqGn-8MXfGffQ,1.1362577676773071
620f6b899a7947701cf489e1KtVJsteHStO5oditt3Uvzw,1.154256820678711
620730cf9a7947ab96a44e27hk7puWJwSziw0m3sfTkKWA,1.1727373600006104
6262a5889a79470b78c9ca307UKY2SSZTjCcjhwBzxw37w,1.049436092376709
626678929a79477ca0101568wuMYES90REuV5YhrN75IXg,1.0517915487289429
61f9580f9a794794245a82b9HdvjUgVbRcax7cj-ve1N0Q,1.1742405891418457
627a5c6f9a79473919928562NNfiRkZcQ5atkhebUrnu0A,1.0611478090286255
626cdd489a794743d68e7595sV2ku2yISbSzagjLrginBQ,1.0524097681045532
620407629a79471871388d31dkFlm-iEQYeqM6cd9yIasQ,1.1651053428649902
620ccc379a7947f24c5ae12062BHNYaBQxuQFf7YBtqlPw,1.1647565364837646
628fbe689a7947e1b08defc7pvilXnBrSLqfn89Qq7bHzA,1.0500154495239258
61f885619a794736dae68b03gR1LM-aIRNyqXPsZGqI6zw,1.156446933746338
6289b32c9a794758e29541f3TI9y4TQWQHuLVf87SvVmGQ,1.0637359619140625
61ff25b39a7947fdbc9ff9b5fSwCbTLUREu_L6u462dTwQ,1.172332525253296
61fd1bdc9a79476c033454ecG8qFGLiOT8qEB3UHMKcPfg,1.1521902084350586
627362c19a79475f06b4696cGZPvFDppRx6SRCCaW2uEwQ,1.0676709413528442
628aa87a9a794790465e924950tIkSGVSf2O8XQgk_uaHQ,1.0589311122894287
62723d049a7947fc6f2779c0g8VPM0yiT1qxfIwTKdXtLQ,1.0561835765838623
6242b9bd9a79474a4ab85170SEWyxNvTSXiNJgfA6zZX5Q,1.1288936138153076
620accb49a79473629b5a24fXOaBZsa7REWPLgabe-i3EA,1.1731657981872559
61fbe0cf9a794781656186340YrCSHXGT3qhE37LE7pZ0A,1.1253836154937744
627cf09c9a79470a617cab29S54kGOf1RF6MthSv7DnJkA,1.0561025142669678
61fe6b439a7947d1bef8f519o5rO-DSoSXih4FstmLbGEA,1.1866613626480103
6272a20a9a79472f9e06a6171eMo7z4rSbyUqJ8CmRn_OQ,1.0653753280639648
6242d49c9a794757c6060a2dzErVj-zhRKujsta2EMvduA,1.142619252204895
620ba09e9a79477e6c9759418J3aqa4CTb22Ccsb69BLaA,1.166333794593811
6285f5f59a7947c3b2a8a633mx7ro2gAQs-Tk3O4cA-nEA,1.051561713218689
6291024d9a7947525314e8eclvVdJRH1QHOmGq4O-wfRLg,1.069859504699707
620373b99a7947d1ef83e0dc0GrX5MFJR3WLzXKvgDNfYQ,1.2808483839035034
62006d819a79474bf60f7e30l_p8Y0wrQS62brHwBRQSuw,1.111480951309204
6260fd8c9a79476a0ec6429cuoAF6odiR6mOkJHU0Ccu-g,1.0641881227493286
6278383b9a79473e72e74cc2LahMlzNgTX2NIpfbBN5FAg,1.0522441864013672
6280aff09a79479bd4248a75bTL_EABbTOOFv0cnkvMGYw,1.077033519744873
620293e59a7947947adda5fexMxkWattR_ewhI94MWFjLg,1.1244096755981445
620ed6909a794742ae555982moNQgUFBThGnzHThdjnZ4Q,1.163831353187561
620662e39a79476def111924AM6L3b67QveW7bf4kmmnDw,1.1418886184692383
626296869a7947044b196e4cZ7GzXpi2TV6UZ8v8Pkmvwg,1.0468721389770508
61ff02d69a7947f5f9b72709cjnL4V-aT26UI7UwXLvprA,1.1680612564086914
62453b479a7947ab176efdbbGuvZJAXKREinJX6EgY4QQg,1.135750651359558
6257ef009a79479f871e14b5rDrQJ01kQVme-mlTXcBi7A,1.066512107849121
62011dde9a79470a7b59492dwTE1up1VQpyuiIiGgPpTEg,1.2002607583999634
61fbf0de9a794702a16d2b4eYhZV7apVTEebb5F6J7g0hQ,1.1201285123825073
626141aa9a79478baac36310axq32Pf4Qei85bGxXF6tIQ,1.0544737577438354
624196f79a7947ec89cfe944YTrr_aOFQwWqUGsFBoPnEA,1.1434983015060425
61ffbd979a7947211d5e843cQGP4RW9HQySMPQX_c84uAg,1.1603420972824097
6200aef59a79475cde3d45b1xUA5jM7dRY2btWp8NlJjBQ,1.1906620264053345
626f94179a794760fb21ef48goh2kxxhT7iOdt4dPr7TTQ,1.0515661239624023
6241fe869a7947196eebe230I7CQmuMcRNWZWaeEJ-iaQA,1.1606190204620361
625bc1879a7947412d129393NeGwJW5eToS8p1o8-K-Z3w,1.0600810050964355
620638619a79475745883785QX3ri5AGRwSO2QWZRYCWqg,1.1554874181747437
625eed169a7947458e7ccadeGPFu-iP8S321gFGlbKvF5A,1.0710761547088623
620e17d19a794770b70ca6baaRK06pENQ7yooMS56pK40Q,1.1359586715698242
6275d53e9a7947b64e3801950WIzoSRKTI-ucRb74z9o3w,1.058104395866394
62625ad09a7947e79437924dHwq5hSQzQy-2-638VDyLvw,1.0571101903915405
620e76929a794722c54610f42XAS0ioMREyveEsT3UrIUw,1.1583595275878906
629144df9a7947662efa1119b0vVxmKKQ8CdsHUWdWz8oA,1.066531777381897
6240c7529a7947a50b4beebct2c5U-9STW6C76ZIoRQxhQ,1.170048475265503
6260acd29a7947502d49b706rbM24mg5SJCTPn5RyaTg0g,1.0628560781478882
629260379a79471c5350326dztM7xnnrTfK3DADAm_4Efw,1.0583022832870483
6269f47f9a794740b2dbe06f6py29F8SQeS1EtSRcYQmSw,1.0529296398162842
620118a09a79470829d83b70GXVZPmpfReeD8eF2qnVTVw,1.1923350095748901
620bc3409a7947965dcf1414sBki_0BPT8aG3_GqzSzIqw,1.1540493965148926
62737f069a79476b56cde307Dr3M_FLLSNCsxZEG8aUC-w,1.0678468942642212
62013ed19a79471a8cf48384AKepbabfQ3-AdoarK3nC8Q,1.1428335905075073
626b5e209a7947c07430127cXRwOwFGxT1m9VDCql2DrzA,1.0552865266799927
61f8c7f99a794748261d721bLf9vuj54Q1OELY36gRVg9Q,1.1655551195144653
627ce44b9a79470443716b26filN1zt2RJKwI9qSWxQJdw,1.0577170848846436
626b4bfd9a7947bf5dc0cccbY0EZjr_ZQteGPJATt8fIeA,1.0550670623779297
6291e0279a794784d0e55acaVTq-rLa3QZigBSFbnNFnRQ,1.0733022689819336
624471ea9a794775bca0df1eSBSBT-W3QpGWQ1N_gaPDFw,1.1680506467819214
